"","GN","UnterGN","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"25",8000045,1,2014-03-10,"China",349735,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"26",8000046,1,2014-03-13,"USA",34515.38,"ML (GKV)","ML05.b","5","b","","ELIC"
"27",8000049,1,2014-03-14,"China",203594,"GKV","2b201.a1","2","B","201a1","ELIC"
"28",8000049,2,2014-03-14,"China",203594,"GKV","2b201.a1","2","B","201a1","ELIC"
"29",8000053,1,2014-03-19,"China",322998,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"30",8000052,1,2014-03-19,"China",1992310,"GKV","2B001.B2|2B201.a1","2","B","001B2","ELIC"
"31",8000054,1,2014-03-20,"China",1288000,"GKV","2E002","2","E","002","ELIC"
"32",8000061,1,2014-03-25,"China",2612397,"GKV","2B201|2B001","2","B","201","ELIC"
"33",8000062,1,2014-03-25,"Thailand",6474,"5.1","5.1","1","","","ELIC"
"34",8000062,2,2014-03-25,"Thailand",3690,"5.1","5.1","1","","","ELIC"
"35",8000063,1,2014-03-25,"Vietnam",869962,"GKV","2B201.a1","2","B","201a1","ELIC"
"36",8000064,1,2014-03-25,"China",339864,"GKV","2B001.B2|2B201.a","2","B","001B2","ELIC"
"37",8000065,1,2014-03-27,"Südafrika",11143,"ML (GKV)","ML04","4","","","ELIC"
"38",8000066,1,2014-03-27,"Italien",43505.2,"ML (GKV)","ML04","4","","","ELIC"
"39",8000066,2,2014-03-27,"Italien",46360,"ML (GKV)","ML04","4","","","ELIC"
"40",8000067,1,2014-03-28,"Russland",313184,"GKV","7B003","7","B","003","ELIC"
"41",8000068,1,2014-03-31,"China",308562,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"42",8000071,1,2014-04-01,"Brasilien",304.24,"GKV","1C351","1","C","351","ELIC"
"43",8000071,2,2014-04-01,"Brasilien",304.24,"GKV","1C351","1","C","351","ELIC"
"44",8000071,3,2014-04-01,"Brasilien",304.24,"GKV","1C351","1","C","351","ELIC"
"45",8000071,4,2014-04-01,"Brasilien",304.24,"GKV","1C351","1","C","351","ELIC"
"46",8000072,1,2014-04-02,"Singapur",611620,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"47",8000073,1,2014-04-02,"Singapur",611620,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"48",8000074,1,2014-04-02,"Singapur",611620,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"49",8000076,1,2014-04-02,"Israel",12500,"ML (GKV)","ML03|ML03","3","","","ELIC"
"50",8000076,2,2014-04-02,"Israel",4900,"ML (GKV)","ML03|ML03","3","","","ELIC"
"51",8000076,3,2014-04-02,"Israel",14100,"ML (GKV)","ML03|ML03","3","","","ELIC"
"52",8000076,4,2014-04-02,"Israel",3750,"ML (GKV)","ML03|ML03","3","","","ELIC"
"53",8000076,5,2014-04-02,"Israel",30000,"ML (GKV)","ML03|ML03","3","","","ELIC"
"54",8000077,1,2014-04-03,"China",235765,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"55",8000081,1,2014-04-03,"Indien",222131,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"56",8000082,1,2014-04-04,"Indien",14205,"GKV","2B201.a1|2B001.b1","2","B","201a1","ELIC"
"57",8000075,1,2014-04-04,"China",225944,"GKV","2B001.a|2B001.a","2","B","001a","ELIC"
"58",8000083,1,2014-04-04,"China",234309,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"59",8000084,1,2014-04-04,"Indien",201.6,"GKV","1C351","1","C","351","ELIC"
"60",8000084,2,2014-04-04,"Indien",201.58,"GKV","1C351","1","C","351","ELIC"
"61",8000084,3,2014-04-04,"Indien",201.6,"GKV","1C351","1","C","351","ELIC"
"62",8000084,4,2014-04-04,"Indien",201.6,"GKV","1C351","1","C","351","ELIC"
"63",8000089,1,2014-04-08,"Brasilien",177094,"GKV","2B201.a.1","2","B","201a1","ELIC"
"64",8000090,1,2014-04-08,"China",206126,"GKV","2B201.a.1|2B001.b.2","2","B","201a1","ELIC"
"65",8000092,1,2014-04-09,"Indien",241216,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"66",8000103,1,2014-04-17,"Kuwait",650,"ML (GKV)","ML03|ML03","3","","","ELIC"
"67",8000103,2,2014-04-17,"Kuwait",3000,"ML (GKV)","ML03","3","","","ELIC"
"68",8000106,1,2014-04-23,"Brasilien",192661,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"69",8000108,1,2014-04-23,"China",259129,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"70",8000109,1,2014-04-23,"China",316255,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"71",8000110,1,2014-04-23,"China",316255,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"72",8000111,1,2014-04-23,"China",316255,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"73",8000112,1,2014-04-23,"China",316255,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"74",8000113,1,2014-04-23,"China",316255,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"75",8000114,1,2014-04-23,"China",316255,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"76",8000107,1,2014-04-28,"Mexiko",150,"5.2","5.2","2","","","ELIC"
"77",8000120,1,2014-04-30,"Tunesien",4690,"ML (GKV)","ML10.f","10","f","","ELIC"
"78",8000121,1,2014-04-30,"Saudi-Arabien",61000,"ML (GKV)","ML04.c","4","c","","ELIC"
"79",8000130,1,2014-05-05,"China",259606,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"80",8000131,1,2014-05-05,"China",210849,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"81",8000132,1,2014-05-05,"China",210849,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"82",8000140,1,2014-05-06,"China",199093,"GKV","2B201.a.1","2","B","201a1","ELIC"
"83",8000140,2,2014-05-06,"China",199093,"GKV","2b201.a1","2","B","201a1","ELIC"
"84",8000129,1,2014-05-06,"China",404763,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"85",8000144,1,2014-05-07,"Indonesien",22459,"GKV","6A002.c1","6","A","002c1","ELIC"
"86",8000146,1,2014-05-13,"Vietnam",159702,"GKV","2B201.a.1","2","B","201a1","ELIC"
"87",8000147,1,2014-05-13,"China",188758,"GKV","2b201.a1","2","B","201a1","ELIC"
"88",8000150,1,2014-05-13,"China",190845,"GKV","2b201.a1","2","B","201a1","ELIC"
"89",8000149,1,2014-05-14,"Tunesien",1880,"5.1","5.1","1","","","ELIC"
"90",8000151,1,2014-05-14,"China",365436,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"91",8000151,2,2014-05-14,"China",365436,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"92",8000151,3,2014-05-14,"China",365436,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"93",8000151,4,2014-05-14,"China",365436,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"94",8000152,1,2014-05-14,"China",219438,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"95",8000153,1,2014-05-14,"China",1900488,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"96",8000155,1,2014-05-14,"Thailand",336908,"GKV","6A002.c1","6","A","002c1","ELIC"
"97",8000160,1,2014-05-19,"Brasilien",180118,"GKV","2b201.a1","2","B","201a1","ELIC"
"98",8000162,1,2014-05-19,"China",1913808,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"99",8000163,1,2014-05-19,"Brasilien",173872,"GKV","2b201.a1","2","B","201a1","ELIC"
"100",8000164,1,2014-05-20,"Frankreich",1950,"5.1","5.1","1","","","ELIC"
"101",8000157,1,2014-05-20,"China",229118,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"102",8000165,1,2014-05-20,"Indien",12100,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"103",8000167,1,2014-05-23,"Saudi-Arabien",2050,"5.1","5.1","1","","","ELIC"
"104",8000167,2,2014-05-23,"Saudi-Arabien",2080,"5.1","5.1","1","","","ELIC"
"105",8000176,1,2014-05-26,"Deutschland",11095,"ML (GKV)","ML05","5","","","ELIC"
"106",8000173,1,2014-05-27,"Katar",4095,"5.1","5.1","1","","","ELIC"
"107",8000173,2,2014-05-27,"Katar",3055,"5.1","5.1","1","","","ELIC"
"108",8000122,1,2014-05-27,"Russland",1082421,"GKV","2B120|7B003","2","B","120","ELIC"
"109",8000123,1,2014-05-27,"Russland",1134000,"GKV","7B003|2B120","7","B","003","ELIC"
"110",8000123,2,2014-05-27,"Russland",141390,"GKV","7B003","7","B","003","ELIC"
"111",8000184,1,2014-06-05,"China",200062,"GKV","2b201.a1","2","B","201a1","ELIC"
"112",8000184,2,2014-06-05,"China",203741,"GKV","2b201.a1","2","B","201a1","ELIC"
"113",8000184,3,2014-06-05,"China",200062,"GKV","2b201.a1","2","B","201a1","ELIC"
"114",8000184,4,2014-06-05,"China",200062,"GKV","2b201.a1","2","B","201a1","ELIC"
"115",8000184,5,2014-06-05,"China",200062,"GKV","2b201.a1","2","B","201a1","ELIC"
"116",8000190,1,2014-06-06,"Malta",36550,"GKV","6A002.c1","6","A","002c1","ELIC"
"117",8000190,2,2014-06-06,"Malta",44175,"GKV","6A002.c1","6","A","002c1","ELIC"
"118",8000189,1,2014-06-06,"China",275605,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"119",8000187,1,2014-06-06,"Thailand",218667,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"120",8000181,1,2014-06-06,"Niederlande",121000,"GKV","0B001","0","B","001","ELIC"
"121",8000192,1,2014-06-11,"Deutschland",24500,"GKV","0B001","0","B","001","ELIC"
"122",8000198,1,2014-06-12,"Deutschland",50,"ML (GKV)","ML03","3","","","ELIC"
"123",8000202,1,2014-06-12,"Oman",343800,"GKV","6A002.c1","6","A","002c1","ELIC"
"124",8000205,1,2014-06-13,"China",487620,"GKV","6a002.c1","6","A","002c1","ELIC"
"125",8000207,1,2014-06-16,"Indien",619568,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"126",8000206,1,2014-06-16,"Indien",175425,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"127",8000211,1,2014-06-18,"China",326858,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"128",8000204,1,2014-06-20,"Vereinigte Arabische Emirate",5500,"ML (GKV)","ML01.d|ML01.d","1","d","","ELIC"
"129",8000204,2,2014-06-20,"Vereinigte Arabische Emirate",3200,"ML (GKV)","ML01.d|ML01.d","1","d","","ELIC"
"130",8000215,1,2014-06-23,"Malta",61250,"GKV","6A002.c1","6","A","002c1","ELIC"
"131",8000215,2,2014-06-23,"Malta",88350,"GKV","6A002.c1","6","A","002c1","ELIC"
"132",8000216,1,2014-06-24,"China",323362,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"133",8000217,1,2014-06-24,"Vereinigte Arabische Emirate",3200,"ML (GKV)","ML01.d","1","d","","ELIC"
"134",8000212,1,2014-06-25,"Russland",605500,"GKV","2B120|7B003","2","B","120","ELIC"
"135",8000209,1,2014-06-25,"Saudi-Arabien",10000,"5.1","5.1","1","","","ELIC"
"136",8000209,2,2014-06-25,"Saudi-Arabien",770,"5.1","5.1","1","","","ELIC"
"137",8000209,3,2014-06-25,"Saudi-Arabien",2870,"5.1","5.1","1","","","ELIC"
"138",8000209,4,2014-06-25,"Saudi-Arabien",1260,"5.1","5.1","1","","","ELIC"
"139",8000209,5,2014-06-25,"Saudi-Arabien",4210,"5.1","5.1","1","","","ELIC"
"140",8000209,6,2014-06-25,"Saudi-Arabien",565,"5.1","5.1","1","","","ELIC"
"141",8000209,7,2014-06-25,"Saudi-Arabien",900,"5.1","5.1","1","","","ELIC"
"142",8000209,8,2014-06-25,"Saudi-Arabien",1800,"5.1","5.1","1","","","ELIC"
"143",8000209,9,2014-06-25,"Saudi-Arabien",435,"5.1","5.1","1","","","ELIC"
"144",8000209,10,2014-06-25,"Saudi-Arabien",2120,"5.1","5.1","1","","","ELIC"
"145",8000209,11,2014-06-25,"Saudi-Arabien",440,"ML (GKV)","ML01.d","1","d","","ELIC"
"146",8000220,1,2014-07-01,"Island",200,"ML (GKV)","ML03|ML03","3","","","ELIC"
"147",8000220,2,2014-07-01,"Island",600,"ML (GKV)","ML03","3","","","ELIC"
"148",8000219,1,2014-07-01,"Bosnien-Herzegowina",7000,"ML (GKV)","ML03|ML03","3","","","ELIC"
"149",8000223,1,2014-07-01,"China",323362,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"150",8000224,1,2014-07-01,"China",323362,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"151",8000225,1,2014-07-01,"China",323362,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"152",8000222,1,2014-07-01,"Vereinigte Arabische Emirate",4800,"ML (GKV)","ML01|ML01","1","","","ELIC"
"153",8000226,1,2014-07-01,"China",1674860,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"154",8000231,1,2014-07-03,"Kasachstan",21554,"GKV","6A002.c1","6","A","002c1","ELIC"
"155",8000231,2,2014-07-03,"Kasachstan",19037,"GKV","6a002.c1","6","A","002c1","ELIC"
"156",8000229,1,2014-07-04,"Russland",505000,"GKV","7B003|2B120","7","B","003","ELIC"
"157",8000227,1,2014-07-07,"Niederlande",50000,"GKV","0B001","0","B","001","ELIC"
"158",8000234,1,2014-07-10,"China",358387,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"159",8000235,1,2014-07-10,"China",323362,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"160",8000246,1,2014-07-22,"Ägypten",81584,"GKV","2B350.d3","2","B","350d3","ELIC"
"161",8000253,1,2014-07-22,"Saudi-Arabien",5963.75,"5.1","5.1","1","","","ELIC"
"162",8000256,1,2014-07-23,"Malta",5400,"GKV","6a002.c1","6","A","002c1","ELIC"
"163",8000256,2,2014-07-23,"Malta",30600,"GKV","6A002.c1","6","A","002c1","ELIC"
"164",8000257,1,2014-07-23,"Brasilien",170397,"GKV","6A002.c1","6","A","002c1","ELIC"
"165",8000254,1,2014-07-23,"Deutschland",6074,"ML (GKV)","ML04","4","","","ELIC"
"166",8000258,1,2014-07-24,"USA",30200,"ML (GKV)","ML05","5","","","ELIC"
"167",8000250,1,2014-07-25,"USA",23500,"GKV","0B001","0","B","001","ELIC"
"168",8000264,1,2014-07-28,"Indien",296680,"ML (GKV)","ML10.c.2","10","c2","","ELIC"
"169",8000265,1,2014-07-30,"Macau",16500,"ML (GKV)","ML03.a","3","a","","ELIC"
"170",8000265,2,2014-07-30,"Macau",1000,"ML (GKV)","ML03.a","3","a","","ELIC"
"171",8000267,1,2014-07-30,"Kasachstan",10305,"GKV","6a002.c1","6","A","002c1","ELIC"
"172",8000267,2,2014-07-30,"Kasachstan",8157,"GKV","6A002.c1","6","A","002c1","ELIC"
"173",8000267,3,2014-07-30,"Kasachstan",18650,"GKV","6A002.c1","6","A","002c1","ELIC"
"174",8000261,1,2014-07-30,"China",29234.5,"5.1","5.1","1","","","ELIC"
"175",8000261,2,2014-07-30,"China",51400.8,"5.1","5.1","1","","","ELIC"
"176",8000261,3,2014-07-30,"China",217282.25,"5.1","5.1","1","","","ELIC"
"177",8000261,4,2014-07-30,"China",133517,"5.1","5.1","1","","","ELIC"
"178",8000255,1,2014-08-04,"China",33950,"GKV","2B120","2","B","120","ELIC"
"179",8000279,1,2014-08-07,"Brasilien",248656,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"180",8000275,1,2014-08-07,"China",521434,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"181",8000276,1,2014-08-07,"China",435936,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"182",8000280,1,2014-08-08,"Frankreich",6865,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"183",8000283,1,2014-08-08,"China",243133,"GKV","2B001.b2","2","B","001b2","ELIC"
"184",8000285,1,2014-08-11,"Indien",1942960,"GKV","2B201|2B001","2","B","201","ELIC"
"185",8000293,1,2014-08-14,"China",374080,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"186",8000297,1,2014-08-20,"Indien",318226,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"187",8000286,1,2014-08-21,"China",435000,"GKV","7B003|2B120","7","B","003","ELIC"
"188",8000286,2,2014-08-21,"China",821000,"GKV","7B003|2B120","7","B","003","ELIC"
"189",8000286,3,2014-08-21,"China",167000,"GKV","7B003","7","B","003","ELIC"
"190",8000286,4,2014-08-21,"China",198000,"GKV","7B003","7","B","003","ELIC"
"191",8000286,5,2014-08-21,"China",215000,"GKV","7B003","7","B","003","ELIC"
"192",8000292,1,2014-08-26,"Oman",3600,"ML (GKV)","ML03","3","","","ELIC"
"193",8000251,1,2014-08-29,"Russland",29000,"GKV","2B120","2","B","120","ELIC"
"194",8000302,1,2014-08-30,"Frankreich",2100,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"195",8000308,1,2014-09-01,"Brasilien",250,"ML (GKV)","ML03|ML03","3","","","ELIC"
"196",8000308,2,2014-09-01,"Brasilien",3000,"ML (GKV)","ML03","3","","","ELIC"
"197",8000315,1,2014-09-04,"China",87194,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"198",8000316,1,2014-09-05,"Kuwait",4662,"5.1","5.1","1","","","ELIC"
"199",8000317,1,2014-09-05,"Litauen",1415.7,"5.1","5.1","1","","","ELIC"
"200",8000317,2,2014-09-05,"Litauen",922,"5.1","5.1","1","","","ELIC"
"201",8000319,1,2014-09-08,"China",215952.95,"GKV","2B001.b2","2","B","001b2","ELIC"
"202",8000321,1,2014-09-09,"China",801407.2,"GKV","6A002.c1","6","A","002c1","ELIC"
"203",8000321,2,2014-09-09,"China",466701.8,"GKV","6A002.c1","6","A","002c1","ELIC"
"204",8000321,3,2014-09-09,"China",1018258.6,"GKV","6A002.c1","6","A","002c1","ELIC"
"205",8000321,4,2014-09-09,"China",306420.4,"GKV","6A002.c1","6","A","002c1","ELIC"
"206",8000322,1,2014-09-09,"China",1639671,"GKV","6A002.c1","6","A","002c1","ELIC"
"207",8000322,2,2014-09-09,"China",1022972.7,"GKV","6A002.c1","6","A","002c1","ELIC"
"208",8000324,1,2014-09-09,"China",212683.45,"GKV","2B001.b2","2","B","001b2","ELIC"
"209",8000327,1,2014-09-12,"Russland",37253.92,"GKV","2B350.d3","2","B","350d3","ELIC"
"210",8000330,1,2014-09-16,"Malta",18434.2,"GKV","6A002.c1","6","A","002c1","ELIC"
"211",8000330,2,2014-09-16,"Malta",8174,"GKV","6A002.c1","6","A","002c1","ELIC"
"212",8000330,3,2014-09-16,"Malta",29963.2,"GKV","6A002.c1","6","A","002c1","ELIC"
"213",8000331,1,2014-09-17,"Indien",322004,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"214",8000333,1,2014-09-17,"Israel",59483.2,"GKV","6A002.c1","6","A","002c1","ELIC"
"215",8000343,1,2014-09-24,"China",340976.91,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"216",8000344,1,2014-09-25,"China",339569.94,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"217",8000345,1,2014-09-25,"China",343402,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"218",8000329,1,2014-09-29,"Israel",2730,"5.1","5.1","1","","","ELIC"
"219",8000346,1,2014-09-29,"China",340204,"GKV","2B001.b.2|2B201.a.1","2","B","001b2","ELIC"
"220",8000289,1,2014-09-30,"Hong Kong",369673,"GKV","2B201.a1|2B001.b","2","B","201a1","ELIC"
"221",8000349,1,2014-09-30,"Frankreich",5610,"ML (GKV)","ML10","10","","","ELIC"
"222",8000362,1,2014-10-01,"Russland",3500,"GKV","2B350","2","B","350","ELIC"
"223",8000362,2,2014-10-01,"Russland",14500,"GKV","2B350","2","B","350","ELIC"
"224",8000358,1,2014-10-01,"Taiwan",315000,"GKV","2B201","2","B","201","ELIC"
"225",8000355,1,2014-10-01,"China",635000,"GKV","2B201","2","B","201","ELIC"
"226",8000360,1,2014-10-01,"Russland",1350000,"GKV","2B001|2B201","2","B","001","ELIC"
"227",8000341,1,2014-10-01,"Russland",83431.7,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"228",8000347,1,2014-10-01,"Israel",482850,"GKV","7B003|2B120","7","B","003","ELIC"
"229",8000369,1,2014-10-01,"Kanada",900,"5.1","5.1","1","","","ELIC"
"230",8000368,1,2014-10-01,"Israel",207000,"GKV","2B201","2","B","201","ELIC"
"231",8000367,1,2014-10-02,"Indonesien",242093,"GKV","2B001.b2","2","B","001b2","ELIC"
"232",8000370,1,2014-10-02,"Ägypten",105432.55,"GKV","2B001.a","2","B","001a","ELIC"
"233",8000375,1,2014-10-03,"Russland",3000,"GKV","2B350.d3","2","B","350d3","ELIC"
"234",8000375,2,2014-10-03,"Russland",16000,"GKV","2B350.g3","2","B","350g3","ELIC"
"235",8000374,1,2014-10-03,"Russland",190766,"GKV","2B001","2","B","001","ELIC"
"236",8000381,1,2014-10-06,"Saudi-Arabien",8353.25,"GKV","0C003","0","C","003","ELIC"
"237",8000387,1,2014-10-06,"Chile",17122,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"238",8000383,1,2014-10-07,"Russland",190539,"GKV","2B001","2","B","001","ELIC"
"239",8000383,2,2014-10-07,"Russland",313238.95,"GKV","2B001","2","B","001","ELIC"
"240",8000388,1,2014-10-07,"Vereinigte Arabische Emirate",757702,"GKV","6A005.A6.B2","6","A","005A6B2","ELIC"
"241",8000395,1,2014-10-08,"Tschechien",162000,"GKV","2B201.b","2","B","201b","ELIC"
"242",8000359,1,2014-10-08,"China",1850000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"243",8000407,1,2014-10-08,"Israel",3800,"GKV","2B350.g2","2","B","350g2","ELIC"
"244",8000398,1,2014-10-08,"Singapur",3890.25,"5.1","5.1","1","","","ELIC"
"245",8000398,2,2014-10-08,"Singapur",4290,"5.1","5.1","1","","","ELIC"
"246",8000398,3,2014-10-08,"Singapur",2990,"5.1","5.1","1","","","ELIC"
"247",8000262,1,2014-10-08,"Indien",288,"GKV","1C351","1","C","351","ELIC"
"248",8000262,2,2014-10-08,"Indien",288,"GKV","1C351","1","C","351","ELIC"
"249",8000262,3,2014-10-08,"Indien",288,"GKV","1C351","1","C","351","ELIC"
"250",8000262,4,2014-10-08,"Indien",288,"GKV","1C351","1","C","351","ELIC"
"251",8000380,1,2014-10-08,"China",360000,"GKV","6A005","6","A","005","ELIC"
"252",8000393,1,2014-10-08,"Jordanien",7417600,"GKV","5A002.a1a","5","A","002a1a","ELIC"
"253",8000401,1,2014-10-08,"Russland",200000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"254",8000404,1,2014-10-08,"Indonesien",110580,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"255",8000420,1,2014-10-08,"Taiwan",11292,"ChKV","3B.14|1C350.9","3B","14","","ELIC"
"256",8000418,1,2014-10-09,"Taiwan",247500,"GKV","2B201.b","2","B","201b","ELIC"
"257",8000402,1,2014-10-09,"Israel",343200,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"258",8000431,1,2014-10-10,"China",19650,"GKV","3A001.A5A2","3","A","001A5A2","ELIC"
"259",8000432,1,2014-10-10,"China",578250,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"260",8000397,1,2014-10-13,"Russland",636731,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"261",8000445,1,2014-10-13,"China",13210,"GKV","3A001.A5A4","3","A","001A5A4","ELIC"
"262",8000446,1,2014-10-13,"China",269900,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"263",8000447,1,2014-10-13,"China",176500,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"264",8000448,1,2014-10-13,"Hong Kong",93650,"GKV","3A001.A2C","3","A","001A2C","ELIC"
"265",8000451,1,2014-10-13,"Spanien",2750,"ML (GKV)","ML10.c2","10","c2","","ELIC"
"266",8000399,1,2014-10-13,"China",82998,"GKV","3A001.g2","3","A","001g2","ELIC"
"267",8000449,1,2014-10-13,"Russland",4300,"GKV","3A001.a7a","3","A","001a7a","ELIC"
"268",8000450,1,2014-10-13,"Katar",158297,"5.1","5.1","1","","","ELIC"
"269",8000363,1,2014-10-14,"Russland",29000,"GKV","2B120","2","B","120","ELIC"
"270",8000442,1,2014-10-14,"Russland",341539.3,"GKV","2B001.a","2","B","001a","ELIC"
"271",8000443,1,2014-10-14,"Russland",229463,"GKV","2B001.a","2","B","001a","ELIC"
"272",8000443,2,2014-10-14,"Russland",273193,"GKV","2B001.a","2","B","001a","ELIC"
"273",8000453,1,2014-10-14,"Grossbritannien",636648,"ML (GKV)","ML18.a","18","a","","ELIC"
"274",8000424,1,2014-10-14,"Russland",676000,"GKV","2B001.c|2B201.b1","2","B","001c","ELIC"
"275",8000460,1,2014-10-14,"Taiwan",575721,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"276",8000455,1,2014-10-14,"Israel",28875,"GKV","6A005.A6.A","6","A","005A6A","ELIC"
"277",8000468,1,2014-10-14,"Taiwan",192472,"GKV","2B001.a1|2B001.a2","2","B","001a1","ELIC"
"278",8000458,1,2014-10-14,"El Salvador",518,"5.1","5.1","1","","","ELIC"
"279",8000458,2,2014-10-14,"El Salvador",11228,"5.1","5.1","1","","","ELIC"
"280",8000433,1,2014-10-14,"Thailand",10000,"GKV","2B001.a","2","B","001a","ELIC"
"281",8000434,1,2014-10-14,"Thailand",96000,"GKV","2B001.a","2","B","001a","ELIC"
"282",8000434,2,2014-10-14,"Thailand",30000,"GKV","2B001.a","2","B","001a","ELIC"
"283",8000428,1,2014-10-15,"Russland",315000,"GKV","2B201.b","2","B","201b","ELIC"
"284",8000427,1,2014-10-15,"Russland",401000,"GKV","2B201.b","2","B","201b","ELIC"
"285",8000464,1,2014-10-15,"China",2050000,"GKV","7B003|2B120","7","B","003","ELIC"
"286",8000470,1,2014-10-15,"China",1320000,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"287",8000474,1,2014-10-15,"Russland",74219,"GKV","2B001.a","2","B","001a","ELIC"
"288",8000480,1,2014-10-15,"Russland",1160000,"GKV","2B001.c|2B201.b","2","B","001c","ELIC"
"289",8000483,1,2014-10-15,"Russland",310000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"290",8000483,2,2014-10-15,"Russland",310000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"291",8000482,1,2014-10-15,"Russland",310000,"GKV","6A005.a6b2","6","A","005a6b2","ELIC"
"292",8000484,1,2014-10-15,"Russland",268400,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"293",8000484,2,2014-10-15,"Russland",268400,"GKV","2B001.b|2B201.a","2","B","001b","ELIC"
"294",8000475,1,2014-10-16,"China",25920,"5.1","5.1","1","","","ELIC"
"295",8000475,2,2014-10-16,"China",7452,"5.1","5.1","1","","","ELIC"
"296",8000475,3,2014-10-16,"China",477,"5.1","5.1","1","","","ELIC"
"297",8000492,1,2014-10-16,"Indien",363367,"GKV","2B001.b2|2B201.a1","2","B","001b2","ELIC"
"298",8000490,1,2014-10-16,"China",309075,"GKV","2B001.b2","2","B","001b2","ELIC"
